pl_name,hostname,pl_orbper
L 168-9 b,L 168-9,
HD 39091 b,HD 39091,2091.2
Kepler-18 c,Kepler-18,7.641571533
HATS-28 b,HATS-28,3.1810781
Kepler-412 b,Kepler-412,1.72086037
HD 15337 b,HD 15337,4.7559804
TOI-912 b,TOI-912,4.6780691
Kepler-450 d,Kepler-450,7.5144
TOI-6383 A b,TOI-6383 A,1.7904917
Kepler-76 b,Kepler-76,1.544928883
Kepler-132 c,Kepler-132,6.414914
TOI-5398 c,TOI-5398,4.77271
Kepler-856 b,Kepler-856,
Kepler-18 c,Kepler-18,7.641567589
Kepler-102 c,Kepler-102,7.07142
Qatar-4 b,Qatar-4,1.8053663
WASP-132 b,WASP-132,7.1335135
TOI-1052 b,TOI-1052,9.13980396599
TOI-5027 b,TOI-5027,10.2436729
Qatar-3 b,Qatar-3,2.507896
Kepler-74 b,Kepler-74,7.340714746
K2-216 b,K2-216,2.174829
Kepler-25 c,Kepler-25,12.720374354
TOI-411 b,HD 22946,4.040295
HATS-27 b,HATS-27,4.637038
Kepler-65 e,Kepler-65,257.895039
K2-178 b,K2-178,8.74809
HIP 9618 b,HIP 9618,20.772907
XO-5 b,XO-5,4.18775581
WASP-61 b,WASP-61,3.8559
HATS-31 b,HATS-31,3.37796143336
Kepler-53 d,Kepler-53,9.75193395
Kepler-210 b,Kepler-210,2.45322394
Kepler-63 b,Kepler-63,9.43415890797
K2-30 b,K2-30,4.098492
HAT-P-55 b,HAT-P-55,3.58523207
K2-34 b,K2-34,2.9956348
Kepler-318 c,Kepler-318,11.8150013
Kepler-506 b,Kepler-506,6.88341278
TOI-913 b,TOI-913,11.09934795111
Kepler-14 b,Kepler-14,6.790121599
TOI-5720 b,TOI-5720,1.43446023837
TOI-220 b,TOI-220,10.6953083
K2-155 c,K2-155,13.85327454047
Kepler-489 b,Kepler-489,17.2763008492
Kepler-920 b,Kepler-920,6.53192704
Kepler-1722 b,Kepler-1722,9.178569794
Kepler-1378 b,Kepler-1378,11.95397791
HD 134987 c,HD 134987,5000.0
Kepler-1000 b,Kepler-1000,
Kepler-174 c,Kepler-174,44.0004287
Kepler-204 b,Kepler-204,14.40094471
WASP-136 b,WASP-136,5.2153545
Kepler-93 b,Kepler-93,4.72673978
Kepler-94 b,Kepler-94,2.508057352
HATS-47 b,HATS-47,3.9228021
K2-32 c,K2-32,20.66186
TOI-1811 b,TOI-1811,3.7130765
WASP-70 A b,WASP-70 A,3.7130203
Kepler-7 b,Kepler-7,4.885488953
HD 17156 b,HD 17156,21.216398
WASP-83 b,WASP-83,4.971251
K2-275 c,K2-275,8.438
K2-114 b,K2-114,11.390931
TOI-2447 b,TOI-2447,
K2-212 b,K2-212,9.79565352601
TOI-2876 b,TOI-2876,6.2996431
Kepler-832 b,Kepler-832,
Kepler-847 b,Kepler-847,2.343230566
Kepler-1466 b,Kepler-1466,31.17498523
Kepler-1717 b,Kepler-1717,30.65279961
K2-375 b,K2-375,14.443
Kepler-142 b,Kepler-142,2.024143568
HATS-10 b,HATS-10,3.312846
Kepler-1841 b,Kepler-1841,25.88898
Kepler-26 d,Kepler-26,3.543917895
Kepler-411 c,Kepler-411,7.834427877
Kepler-75 b,Kepler-75,8.88492268
TOI-561 b,TOI-561,0.44656895
Kepler-18 c,Kepler-18,7.642
K2-32 b,K2-32,8.99196
WASP-91 b,WASP-91,2.79857894
TOI-172 b,TOI-172,9.47725
Kepler-44 b,Kepler-44,3.25096567932
WASP-54 b,WASP-54,3.69359933
Kepler-96 b,Kepler-96,
HD 23472 b,HD 23472,17.667087
HD 221416 b,HD 221416,14.2767
HAT-P-49 b,HAT-P-49,2.69155536
K2-138 e,K2-138,8.26146
Kepler-856 b,Kepler-856,8.027680595
K2-174 b,K2-174,19.56236
K2-34 b,K2-34,2.99529334
HAT-P-65 b,HAT-P-65,2.6054485
K2-266 b,K2-266,0.658524
TOI-1224 b,TOI-1224,4.17826560315
TOI-6420 b,TOI-6420,6.9615164
Kepler-146 b,Kepler-146,31.15879749
Kepler-1542 c,Kepler-1542,2.8922287112
Kepler-309 c,Kepler-309,105.3585964
K2-35 c,K2-35,5.60906
Kepler-192 d,Kepler-192,6.47027579
NGTS-18 b,NGTS-18,3.0520570248
K2-180 b,K2-180,8.865932
TOI-6041 c,TOI-6041,88.0
TOI-421 c,TOI-421,16.06752201521
HAT-P-11 b,HAT-P-11,4.8878037
HATS-65 b,HATS-65,3.1052318938
Kepler-686 b,Kepler-686,1.5947454647
KOI-217 b,KOI-217,3.90512604052
HAT-P-69 b,HAT-P-69,4.7869491
Kepler-1656 c,Kepler-1656,1919.0
HATS-12 b,HATS-12,3.1428347
K2-138 d,K2-138,5.40478
WASP-170 b,WASP-170,2.3447752
TOI-286 c,TOI-286,39.361947
HAT-P-49 b,HAT-P-49,2.69155547
K2-39 b,K2-39,4.60543
TOI-677 b,TOI-677,11.2365977
Kepler-424 b,Kepler-424,3.3118644
Kepler-724 b,Kepler-724,3.314947362
Kepler-110 c,Kepler-110,31.71982498
Kepler-1587 b,Kepler-1587,9.4061061774
TOI-561 c,TOI-561,10.77892
K2-188 c,K2-188,7.8092052
K2-261 b,K2-261,11.633482
Kepler-858 b,Kepler-858,
TOI-1772.01,TOI-1772,8.054246874
TOI-1227 b,TOI-1227,27.36397
HATS-50 b,HATS-50,3.8297015
K2-25 b,K2-25,3.484552
HD 86226 c,HD 86226,3.9846589
Kepler-102 e,Kepler-102,16.145671932
WASP-124 b,WASP-124,3.372651
Kepler-670 b,Kepler-670,2.8165048
TRAPPIST-1 h,TRAPPIST-1,18.767
TOI-4465 b,TOI-4465,
TOI-1659.01,TOI-1659,5.877556328
Kepler-940 b,Kepler-940,59.6220946208
Kepler-430 c,Kepler-430,110.97378
Kepler-75 b,Kepler-75,
NGTS-30 b,NGTS-30,98.29838
Kepler-314 c,Kepler-314,
WASP-184 b,WASP-184,5.17958
TIC 393818343 b,TIC 393818343,16.24921
TOI-1803 c,TOI-1803,12.8858629
Kepler-37 c,Kepler-37,21.30181863
Kepler-1514 c,Kepler-1514,10.514181
Kepler-314 b,Kepler-314,2.46106655
Kepler-44 b,Kepler-44,
WASP-156 b,WASP-156,3.8361632
Kepler-93 b,Kepler-93,4.72674037
WASP-155 b,WASP-155,3.1106751
TIC 257060897 b,TIC 257060897,3.660028
Kepler-487 c,Kepler-487,38.6520796
K2-32 b,K2-32,8.99213
KOI-351 g,KOI-351,210.6013843
Kepler-880 c,Kepler-880,11.80619472
HD 160691 e,HD 160691,307.9
Kepler-394 d,Kepler-394,5.61357629
Kepler-169 e,Kepler-169,13.76708539
Kepler-964 b,Kepler-964,13.52252364
HD 86264 b,HD 86264,1475.0
Kepler-203 b,Kepler-203,
Kepler-132 d,Kepler-132,18.01017554
Kepler-1259 b,Kepler-1259,0.663085361
Kepler-23 d,Kepler-23,15.27438229
HD 63433 b,HD 63433,7.10793404397
HIP 41378 c,HIP 41378,31.70603
WASP-57 b,WASP-57,2.83891856
TOI-431 d,TOI-431,12.4610213
TOI-3523 A b,TOI-3523 A,2.30458952
L 98-59 c,L 98-59,3.6906716
GJ 1252 b,GJ 1252,0.5182416
TOI-3629 b,TOI-3629,3.9365578
Kepler-522 b,Kepler-522,38.58437961
K2-32 d,K2-32,31.7154
TOI-1468 c,TOI-1468,15.532482
Kepler-495 c,Kepler-495,5.8966109
HIP 41378 d,HIP 41378,48.1
TOI-1136 e,TOI-1136,18.7992
Kepler-15 b,Kepler-15,4.94278333
Kepler-940 b,Kepler-940,59.6222627
Kepler-569 b,Kepler-569,34.18883069
Kepler-1765 b,Kepler-1765,10.41890782
Kepler-1710 b,Kepler-1710,14.91094205
WASP-148 b,WASP-148,8.80381
Kepler-493 b,Kepler-493,3.0038752
Kepler-723 b,Kepler-723,4.082275068
Kepler-4 b,Kepler-4,3.213668628
Kepler-450 b,Kepler-450,28.45492088
HD 219134 c,HD 219134,6.76406
HAT-P-29 b,HAT-P-29,5.7238581931
Kepler-102 c,Kepler-102,7.07136076
HAT-P-56 b,HAT-P-56,2.7908821
NGTS-13 b,NGTS-13,4.1197036
Kepler-68 b,Kepler-68,5.398753927
TOI-1937 A b,TOI-1937 A,0.94667944
KOI-94 d,KOI-94,22.343
TOI-1107 b,TOI-1107,4.0782387
WASP-105 b,WASP-105,7.8728936787
WASP-53 b,WASP-53,3.30984575479
CoRoT-20 b,CoRoT-20,9.24318
WASP-82 b,WASP-82,2.705785
K2-114 b,K2-114,11.391432
HD 28109 c,HD 28109,55.99712
Kepler-25 c,Kepler-25,12.7203724
WASP-56 b,WASP-56,4.617101
Kepler-10 b,Kepler-10,0.837491331
TOI-1117 d,TOI-1117,8.665
TOI-1259 A b,TOI-1259 A,3.477978
Kepler-257 c,Kepler-257,6.581484
HD 11964 b,HD 11964,2110.0
K2-365 b,K2-365,23.448172
Kepler-1131 b,Kepler-1131,3.53232449
Kepler-129 b,Kepler-129,15.79193725
Kepler-482 b,Kepler-482,56.3539945133
Kepler-836 b,Kepler-836,11.36112327
Kepler-1795 b,Kepler-1795,13.36020599
TOI-2196 b,TOI-2196,1.1947268
Kepler-68 d,Kepler-68,625.0
HAT-P-55 b,HAT-P-55,3.5852329
HAT-P-56 b,HAT-P-56,2.7908327
Qatar-10 b,Qatar-10,1.64532652
TOI-1288 b,TOI-1288,2.6998294
TOI-1180 b,TOI-1180,9.686753
Kepler-410 A b,Kepler-410 A,17.83368211
TOI-2981 b,TOI-2981,3.6015056
K2-295 b,K2-295,4.0248883
TOI-2120 b,TOI-2120,5.79981888818
CoRoT-12 b,CoRoT-12,2.828042
Kepler-76 b,Kepler-76,1.544928883
Kepler-718 b,Kepler-718,2.05234974
HATS-34 b,HATS-34,2.1061607
Kepler-240 c,Kepler-240,7.953547
Kepler-1591 b,Kepler-1591,
HD 221416 b,HD 221416,14.2769
WASP-162 b,WASP-162,9.62468
TOI-470 b,TOI-470,12.19148
WASP-66 b,WASP-66,4.086052
WASP-71 b,WASP-71,2.903676
Kepler-102 d,Kepler-102,10.31173752
WASP-136 b,WASP-136,5.2153571
Kepler-8 b,Kepler-8,3.52254
Kepler-731 b,Kepler-731,3.855603551
OGLE2-TR-L9 b,OGLE2-TR-L9,2.4855335
TOI-2236 b,TOI-2236,3.5315902
HATS-45 b,HATS-45,4.1876194
TOI-833 b,TOI-833,1.04188900271
K2-117 b,K2-117,1.291505
TOI-2000 c,TOI-2000,9.127055
HD 169830 b,HD 169830,229.9
Kepler-726 b,Kepler-726,21.80451611
K2-97 b,K2-97,8.407115
HD 4113 b,HD 4113,526.586
Kepler-10 c,Kepler-10,45.294292
L 98-59 e,L 98-59,12.81
GJ 3470 b,GJ 3470,3.336665
Kepler-102 e,Kepler-102,16.1456994
HD 17156 b,HD 17156,21.2167
K2-403 b,K2-403,33.5920255
NGTS-14 A b,NGTS-14 A,3.5357173
KPS-1 b,KPS-1,1.706291
Kepler-1061 b,Kepler-1061,2.757977384
Kepler-133 c,Kepler-133,31.5178011853
Kepler-1141 b,Kepler-1141,2.344511944
Kepler-176 d,Kepler-176,25.75275
Kepler-1513 b,Kepler-1513,160.8842
Kepler-972 b,Kepler-972,7.03937093
Kepler-152 c,Kepler-152,88.2553729
Kepler-370 b,Kepler-370,4.57948235
Kepler-317 c,Kepler-317,8.775
Kepler-277 b,Kepler-277,
TOI-1136 f,TOI-1136,26.3208756
HD 219666 b,HD 219666,6.034468
Kepler-273 c,Kepler-273,8.01500821
Kepler-74 b,Kepler-74,7.340714946
HATS-43 b,HATS-43,4.3888492
TOI-1064 b,TOI-1064,6.4438657474
TOI-672 b,TOI-672,3.633575
HATS-57 b,HATS-57,2.3506186
WASP-136 b,WASP-136,
Kepler-134 b,Kepler-134,5.317435416
HD 25463 c,HD 25463,3.04405
TOI-269 b,TOI-269,3.6977155
TOI-2211.01,TOI-2211,3.092686757
HATS-8 b,HATS-8,3.58409995856
HATS-46 b,HATS-46,4.7423693
XO-7 b,XO-7,2.86413545
TOI-5126 b,TOI-5126,5.4588385
Kepler-8 b,Kepler-8,3.522498429
Kepler-411 b,Kepler-411,3.005155704
TOI-1411 b,TOI-1411,1.4520527
HD 332231 b,HD 332231,18.71204
HAT-P-14 b,HAT-P-14,4.627682
Kepler-522 b,Kepler-522,38.58336
HATS-22 b,HATS-22,4.7228189
TOI-2184 b,TOI-2184,6.90678684115
WASP-154 b,WASP-154,3.811678
WASP-119 b,WASP-119,2.49980394
WASP-85 A b,WASP-85 A,2.655676
TOI-1860 b,TOI-1860,1.0662107
HAT-P-56 b,HAT-P-56,2.7908327
Kepler-65 c,Kepler-65,5.859935955
WASP-105 b,WASP-105,7.87289166
K2-138 d,K2-138,5.40484
TOI-4214 b,TOI-4214,3.491383
Kepler-1181 b,Kepler-1181,4.89343316
K2-63 c,K2-63,25.4569
Kepler-1966 b,Kepler-1966,8.61735417
Kepler-380 b,Kepler-380,
HD 213519 b,HD 213519,11.12214
K2-5 b,K2-5,5.73597
KOI-1599.02,KOI-1599,13.6164547
Kepler-687 b,Kepler-687,20.5059131764
Kepler-331 b,Kepler-331,8.457521
Kepler-49 b,Kepler-49,7.028
Kepler-467 b,Kepler-467,24.99320612
Kepler-1366 b,Kepler-1366,2.164570593
Kepler-1736 b,Kepler-1736,37.8102649
Kepler-1712 b,Kepler-1712,13.81504449
Kepler-481 b,Kepler-481,10.06082567
Kepler-1295 b,Kepler-1295,3.8137291635
Kepler-276 c,Kepler-276,31.8841473
Kepler-1860 b,Kepler-1860,12.73672
Kepler-81 c,Kepler-81,12.0399480592
kap CrB b,kap CrB,1285.0
Kepler-1516 b,Kepler-1516,7.25931979
Kepler-812 b,Kepler-812,10.1171215348
Kepler-145 b,Kepler-145,22.95068896
Kepler-1889 b,Kepler-1889,37.3037619
AF Lep b,AF Lep,7520.0
AF Lep b,AF Lep,8030.0
Kepler-268 b,Kepler-268,25.934138
Kepler-95 b,Kepler-95,
Kepler-48 b,Kepler-48,4.77800048
Kepler-228 c,Kepler-228,4.13443005
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,
Kepler-167 c,Kepler-167,7.40610775
HD 81040 b,HD 81040,1005.98854
Kepler-238 d,Kepler-238,13.23356008
Kepler-549 b,Kepler-549,42.949522
KOI-1783.01,KOI-1783,134.47972
Kepler-337 c,Kepler-337,9.69303
KOI-351 f,KOI-351,124.916337
Kepler-607 b,Kepler-607,
Kepler-529 b,Kepler-529,1.980357663
Kepler-665 b,Kepler-665,16.01310205
Kepler-1061 b,Kepler-1061,2.757982666
Kepler-1026 b,Kepler-1026,36.51559488
K2-413 b,K2-413,0.8094
Kepler-235 b,Kepler-235,3.34024
Kepler-518 b,Kepler-518,8.512035877
OGLE-2015-BLG-1609L b,OGLE-2015-BLG-1609L,
HD 203030 b,HD 203030,
Kepler-1814 b,Kepler-1814,2.935359333
Kepler-354 d,Kepler-354,24.2102171
Kepler-1432 b,Kepler-1432,23.9107056
Kepler-1867 b,Kepler-1867,9.88736112
Kepler-238 b,Kepler-238,2.0908113
HD 4208 b,HD 4208,829.0
Kepler-342 b,Kepler-342,15.17026179
Kepler-145 b,Kepler-145,22.95068896
Kepler-1144 b,Kepler-1144,17.14648756
Kepler-214 c,Kepler-214,28.7799567556
Kepler-49 e,Kepler-49,18.5962103224
Kepler-967 b,Kepler-967,13.2271320847
Kepler-751 b,Kepler-751,17.44486016
Kepler-1488 c,Kepler-1488,6.15827512
Kepler-50 c,Kepler-50,
Kepler-1761 b,Kepler-1761,4.04355245
Kepler-354 b,Kepler-354,5.47665801
HD 2638 b,HD 2638,3.458
Kepler-546 b,Kepler-546,4.147020258
Kepler-81 d,Kepler-81,20.83766355
K2-70 b,K2-70,13.97896
Kepler-1149 b,Kepler-1149,3.73089898
Kepler-350 c,Kepler-350,17.84848082
Kepler-1877 b,Kepler-1877,2.37752442
Kepler-1008 b,Kepler-1008,12.4393133637
Kepler-454 d,Kepler-454,4073.0
Kepler-637 b,Kepler-637,23.20584623
Kepler-144 c,Kepler-144,10.10463505
Kepler-375 b,Kepler-375,12.12580644
Kepler-897 b,Kepler-897,8.04730283
K2-198 c,K2-198,3.3596055
Kepler-765 b,Kepler-765,27.6652847
Kepler-160 b,Kepler-160,4.30920108
Kepler-1991 c,Kepler-1991,22.79020351
Kepler-1368 b,Kepler-1368,0.675649486
Kepler-308 c,Kepler-308,15.3823
Kepler-1218 b,Kepler-1218,22.9221266
Kepler-357 c,Kepler-357,16.85812066
HD 206610 b,HD 206610,673.2
Kepler-1060 b,Kepler-1060,
Kepler-49 c,Kepler-49,10.913
Kepler-1219 b,Kepler-1219,16.10467749
Kepler-1794 b,Kepler-1794,9.7629522
Kepler-1252 b,Kepler-1252,15.0539886
Kepler-590 b,Kepler-590,5.85296257
Kepler-433 b,Kepler-433,5.33408346
Kepler-342 b,Kepler-342,15.17026921
Kepler-122 b,Kepler-122,5.766165573
Kepler-863 b,Kepler-863,15.59461874
Kepler-1544 b,Kepler-1544,
CoRoT-8 b,CoRoT-8,6.212445
Kepler-764 b,Kepler-764,7.33683936
Kepler-1318 b,Kepler-1318,213.259040426
Kepler-515 b,Kepler-515,19.96371318
Kepler-53 d,Kepler-53,
Kepler-1955 b,Kepler-1955,14.2651545
Kepler-398 b,Kepler-398,4.081423
Kepler-1128 b,Kepler-1128,61.6174528
Kepler-115 b,Kepler-115,2.403643296
Kepler-1188 b,Kepler-1188,17.1369543
K2-170 b,K2-170,7.5734
Kepler-963 b,Kepler-963,9.97683705
Kepler-947 b,Kepler-947,26.9644317
Kepler-1461 b,Kepler-1461,29.3493852
Kepler-11 e,Kepler-11,31.995
Kepler-176 b,Kepler-176,5.43312937
Kepler-865 c,Kepler-865,6.20934
Kepler-84 b,Kepler-84,8.72585936
Kepler-834 b,Kepler-834,13.32389352
Kepler-454 b,Kepler-454,10.573769
Kepler-296 b,Kepler-296,10.86443187
Kepler-158 c,Kepler-158,28.5514873558
Kepler-583 b,Kepler-583,6.5100500884
Kepler-236 c,Kepler-236,23.9679932
Kepler-126 c,Kepler-126,21.86969391
Kepler-119 c,Kepler-119,4.12512093
K2-201 b,K2-201,1.059806
Kepler-633 c,Kepler-633,23.7832097
Kepler-406 b,Kepler-406,2.42629
Kepler-1837 b,Kepler-1837,5.90609759
Kepler-1283 b,Kepler-1283,12.9462567
Kepler-195 b,Kepler-195,8.307872
Kepler-1417 b,Kepler-1417,20.3505213
Kepler-1616 b,Kepler-1616,
Kepler-325 b,Kepler-325,4.544436472
Kepler-452 b,Kepler-452,384.843
Kepler-1022 b,Kepler-1022,10.99469878
Kepler-139 c,Kepler-139,157.0659976
Kepler-744 b,Kepler-744,12.062148
GJ 411 b,GJ 411,12.9382
Kepler-294 b,Kepler-294,3.70120482
K2-16 c,K2-16,19.07536
Kepler-117 c,Kepler-117,50.79034648
Kepler-208 b,Kepler-208,4.22864988
Kepler-898 b,Kepler-898,5.8706191
K2-75 b,K2-75,7.817949
Kepler-1870 b,Kepler-1870,3.606940379
Kepler-105 c,Kepler-105,7.12594591
Kepler-1099 b,Kepler-1099,2.1684482286
Kepler-136 b,Kepler-136,11.57890926
K2-209 b,K2-209,2.080615
Kepler-418 b,Kepler-418,86.67855186
Kepler-403 b,Kepler-403,7.03144308
Kepler-1012 b,Kepler-1012,5.50860439
Kepler-179 c,Kepler-179,6.400157105
Kepler-1354 b,Kepler-1354,
Kepler-1717 b,Kepler-1717,30.65268
Kepler-83 d,Kepler-83,5.169809946
Kepler-1801 b,Kepler-1801,10.44087398
Kepler-1398 b,Kepler-1398,2.78815679
Kepler-154 e,Kepler-154,3.9327438571
Kepler-922 b,Kepler-922,0.938466959
Kepler-859 b,Kepler-859,20.38177573
Kepler-1694 b,Kepler-1694,3.89526
Kepler-352 c,Kepler-352,16.33269854
Kepler-416 b,Kepler-416,6.31943282
Kepler-906 b,Kepler-906,
Kepler-944 b,Kepler-944,43.3165096534
Kepler-327 d,Kepler-327,
Kepler-243 b,Kepler-243,5.715425977
Kepler-625 b,Kepler-625,7.75192755
Kepler-176 d,Kepler-176,25.751974
Kepler-183 c,Kepler-183,11.6370471322
Kepler-1618 b,Kepler-1618,6.1082945
Kepler-1907 b,Kepler-1907,5.652507
Kepler-816 b,Kepler-816,10.506825646
Kepler-962 b,Kepler-962,12.05705659
Kepler-1168 b,Kepler-1168,55.8224422043
Kepler-1404 b,Kepler-1404,15.9314739
Kepler-1852 b,Kepler-1852,7.9709719
Kepler-1329 b,Kepler-1329,9.33646594
Kepler-1023 b,Kepler-1023,62.1387714
Kepler-219 c,Kepler-219,
Kepler-461 b,Kepler-461,8.313783059
Kepler-1798 b,Kepler-1798,16.86
Kepler-1146 b,Kepler-1146,2.352265797
Kepler-514 b,Kepler-514,5.65179605
HD 240210 b,HD 240210,501.75
Kepler-1802 b,Kepler-1802,7.72513619
Kepler-1428 b,Kepler-1428,10.67607169
Kepler-1736 b,Kepler-1736,37.8102649
Kepler-317 b,Kepler-317,5.52417517
Kepler-92 b,Kepler-92,13.74883059
HD 73267 b,HD 73267,1257.99159
Kepler-612 b,Kepler-612,3.72218
Kepler-275 c,Kepler-275,16.08832318
Kepler-222 c,Kepler-222,10.0887989503
HD 18438 b,HD 18438,803.0
Kepler-306 b,Kepler-306,4.64622383
Kepler-1636 b,Kepler-1636,425.47785
Kepler-257 d,Kepler-257,24.66461416
Kepler-993 b,Kepler-993,22.08555894
Kepler-401 d,Kepler-401,184.262741
HD 10697 b,HD 10697,1076.4
HD 82943 b,HD 82943,441.2
Kepler-674 b,Kepler-674,2.243381847
Kepler-172 e,Kepler-172,35.1185226
Kepler-870 b,Kepler-870,21.3588236
Kepler-432 c,Kepler-432,406.2
Kepler-726 b,Kepler-726,
Kepler-997 b,Kepler-997,2.70729361
Kepler-542 b,Kepler-542,
Kepler-325 c,Kepler-325,12.76224947
Kepler-749 b,Kepler-749,
Kepler-1853 b,Kepler-1853,48.8874292
Kepler-1021 b,Kepler-1021,13.47472742
Kepler-337 c,Kepler-337,9.69315023
Kepler-1468 c,Kepler-1468,3.54553021
Kepler-1052 c,Kepler-1052,180.9259949
Kepler-1978 b,Kepler-1978,10.849813
Kepler-202 b,Kepler-202,4.069425638
Kepler-386 b,Kepler-386,12.3102846
Kepler-603 c,Kepler-603,
Kepler-79 b,Kepler-79,13.484577
Kepler-273 c,Kepler-273,8.014957
HD 192310 b,HD 192310,74.72
Kepler-648 b,Kepler-648,17.4211749
Kepler-444 c,Kepler-444,4.545878442
Kepler-204 c,Kepler-204,25.6613816
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,
Kepler-50 b,Kepler-50,7.8128584
Kepler-889 b,Kepler-889,3.74443645
OGLE-2017-BLG-0364L b,OGLE-2017-BLG-0364L,
Kepler-150 c,Kepler-150,7.381980206
Kepler-31 b,Kepler-31,20.861
Kepler-251 b,Kepler-251,4.790936
Kepler-599 b,Kepler-599,15.65563866
Kepler-33 f,Kepler-33,41.028
Kepler-186 e,Kepler-186,22.407704
Kepler-92 c,Kepler-92,26.723169
OGLE-TR-111 b,OGLE-TR-111,4.014484
Kepler-372 b,Kepler-372,6.84976206
Kepler-92 c,Kepler-92,26.7227630361
HD 178911 B b,HD 178911 B,71.487
Kepler-351 c,Kepler-351,57.2486691
Kepler-1233 b,Kepler-1233,45.1263042
Kepler-968 b,Kepler-968,3.69298042
Kepler-124 b,Kepler-124,
HD 29021 b,HD 29021,1365.0
Kepler-342 b,Kepler-342,15.17026179
Kepler-1420 b,Kepler-1420,6.69958851
Kepler-98 b,Kepler-98,1.541676628
GJ 682 c,GJ 682,57.32
Kepler-301 b,Kepler-301,2.508554095
Kepler-525 b,Kepler-525,18.68398102
Kepler-110 b,Kepler-110,12.69105209
Kepler-256 c,Kepler-256,3.388008
Kepler-1015 b,Kepler-1015,16.00494214
Kepler-878 b,Kepler-878,25.9422033
HD 217786 b,HD 217786,1301.36009
Kepler-1190 b,Kepler-1190,10.45843441
Kepler-60 c,Kepler-60,8.9
K2-22 b,K2-22,0.381078
Kepler-1408 b,Kepler-1408,2.99792926
Kepler-1734 b,Kepler-1734,6.79687481
Kepler-358 b,Kepler-358,34.0607677
Kepler-339 d,Kepler-339,10.55838956
1RXS J160929.1-210524 b,1RXS J160929.1-210524,
Kepler-684 b,Kepler-684,6.77029913
Kepler-1884 b,Kepler-1884,8.98826122
Kepler-826 b,Kepler-826,4.48758768
Kepler-1270 b,Kepler-1270,6.0331
Kepler-1998 b,Kepler-1998,3.03267135
Kepler-1943 b,Kepler-1943,4.85018974
Kepler-235 c,Kepler-235,7.82501206
Kepler-270 c,Kepler-270,25.2630467
Kepler-988 b,Kepler-988,17.76080053
Kepler-301 d,Kepler-301,13.75129636
Kepler-1789 b,Kepler-1789,80.2321467
Kepler-1499 b,Kepler-1499,44.2008
Kepler-92 b,Kepler-92,13.7488263
Kepler-562 b,Kepler-562,
Kepler-276 b,Kepler-276,14.12847677
Kepler-361 b,Kepler-361,8.48653576
Kepler-345 c,Kepler-345,9.38742889
Kepler-1052 b,Kepler-1052,
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,
Kepler-385 c,Kepler-385,15.16342
Kepler-155 b,Kepler-155,5.931194
Kepler-1261 b,Kepler-1261,48.4313003
Kepler-254 c,Kepler-254,12.41211
Kepler-828 b,Kepler-828,0.567856484
Kepler-189 b,Kepler-189,10.399931
Kepler-370 b,Kepler-370,4.5795225668
GJ 676 A b,GJ 676 A,1051.44521
Kepler-290 c,Kepler-290,36.7704731
KOI-351 e,KOI-351,
Kepler-393 c,Kepler-393,14.6134251
Kepler-1784 b,Kepler-1784,13.5905118
Kepler-26 d,Kepler-26,
K2-12 b,K2-12,8.28246
Kepler-975 b,Kepler-975,1.970342457
Kepler-130 b,Kepler-130,8.45746707
Kepler-189 c,Kepler-189,20.13490007
Kepler-31 d,Kepler-31,87.6472
Kepler-439 b,Kepler-439,178.140456
GJ 876 d,GJ 876,1.93774
Kepler-1047 b,Kepler-1047,56.1886887
Kepler-297 c,Kepler-297,74.92771752
Kepler-1859 c,Kepler-1859,3.5964055
Kepler-1294 b,Kepler-1294,115.68617839
Kepler-1879 b,Kepler-1879,10.61345435
EPIC 249893012 b,EPIC 249893012,3.5951
Kepler-741 b,Kepler-741,7.03902374
Kepler-235 d,Kepler-235,
Kepler-1382 b,Kepler-1382,16.35834
Kepler-288 b,Kepler-288,6.09750607
Kepler-1726 b,Kepler-1726,18.39628156
Kepler-832 b,Kepler-832,7.1397223708
Kepler-1313 b,Kepler-1313,3.833091178
Kepler-1182 b,Kepler-1182,
Kepler-1852 b,Kepler-1852,7.970940113
Kepler-392 b,Kepler-392,5.34185804
Kepler-972 b,Kepler-972,7.039324
K2-211 b,K2-211,0.669532
Kepler-294 c,Kepler-294,6.62643441
Kepler-1178 b,Kepler-1178,31.8055128
CoRoT-9 b,CoRoT-9,95.2738
Kepler-60 d,Kepler-60,11.8981
Kepler-356 b,Kepler-356,4.61268045
Kepler-192 b,Kepler-192,9.92670905
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,
Kepler-910 b,Kepler-910,2.36436762
Kepler-1350 b,Kepler-1350,4.4968311296
Kepler-336 c,Kepler-336,9.59990859
Kepler-292 e,Kepler-292,11.97865
Kepler-1060 b,Kepler-1060,46.87827068
Kepler-24 b,Kepler-24,8.1453
Wolf 1061 d,Wolf 1061,67.27
Kepler-1755 b,Kepler-1755,24.81093193
Kepler-972 b,Kepler-972,7.03932913
Kepler-930 b,Kepler-930,71.45245
Kepler-155 c,Kepler-155,52.66187
Kepler-603 d,Kepler-603,6.21716039
Kepler-131 c,Kepler-131,25.5170646
Kepler-1050 c,Kepler-1050,
Kepler-1676 b,Kepler-1676,29.92208104
Kepler-347 b,Kepler-347,12.7983044
