PGC,ra,dec,OType,MType,logD25,logR25,PA,ANames,framework_id,frame_hash
1450161,00 02 10.3,+14 08 09,G,0,0.62,0.33,115.0,0,-3719683037518300631,-1614789658183993631
160,00 02 10.3,-43 58 41,G,E-SO,1.15,0.14,152.0,MCG-7-01-008,9108968617217318634,-4138261453974634433
2449527,00 02 10.5,+53 44 34,G,0,0.49,0.07,130.0,0,4684804328863008278,8906223991970042857
799334,00 02 10.6,-23 35 06,G,0,0.77,0.25,12.0,0,-1299236747724133094,994321561518208341
3093287,00 02 10.6,-09 18 57,G,0,0.0,0.0,0.0,NPM1G-09.0765,9063469397554135236,-6598706949292037420
605994,00 02 10.6,-38 42 51,G,0,0.45,0.27,178.0,0,3402407557307845954,154617255285499437
797844,00 02 10.7,-23 43 08,G,0,0.53,0.3,20.0,0,-8841618541056463286,4336901247360138193
911390,00 02 10.7,-15 25 32,G,0,0.4,0.2,64.0,0,-7221906141644964263,-4269103240187276199
1280614,00 02 10.7,+05 15 34,G,0,0.72,0.08,71.0,NPM1G+04.0631,4713579077472082880,3869971203855033203
2799450,00 02 10.8,-36 21 31,G,0,0.0,0.0,0.0,0,4500452991600220571,-5208783016377590930
941551,00 02 11.0,-13 11 15,G,0,0.35,0.07,156.0,0,1300520275114100744,6943011650387074891
911439,00 02 11.1,-15 25 17,G,0,0.38,0.08,45.0,0,-2976971099397353587,-6808978356994397358
848017,00 02 11.2,-19 58 09,G,0,0.52,0.37,152.0,0,7134768272768345816,5486619682329027708
808310,00 02 11.3,-22 49 47,G,0,0.48,0.24,0.0,0,8171448493848987979,7646527644208721264
215028,00 02 11.3,+17 33 39,G,0,0.57,0.18,9.0,0,-1275905591499952582,-8673279380528518750
124997,00 02 11.4,-44 00 54,G,0,0.0,0.0,0.0,LCRSB235937.9-441735,-9005804483191593122,-5051172697634427959
299329,00 02 11.4,-67 05 02,G,0,0.42,0.28,4.0,0,5514885519391305117,6694502070962671060
299376,00 02 11.4,-67 04 41,G,0,0.45,0.2,30.0,0,1115783252173762340,553434916543713430
592869,00 02 11.4,-39 53 21,G,0,0.37,0.08,39.0,0,-8462490279151043300,-2507761547017380557
132727,00 02 11.4,-28 54 55,G,0,0.69,0.04,0.0,0,2048233335731201080,-5377147493650879335
482058,00 02 11.4,-48 56 50,G,0,0.6,0.19,59.0,0,7273548092910704790,-178213758409698766
1834531,00 02 11.5,+28 23 43,G,0,0.55,0.28,136.0,0,-4141882151453665255,7083853824244574632
545672,00 02 11.5,-43 42 05,G,0,0.35,0.09,71.0,0,4371569410340522324,2832167169883933625
89493,00 02 11.5,-35 53 16,G,0,0.0,0.0,0.0,0,3156413023704066812,-1063266163254656306
89492,00 02 11.6,-36 03 04,G,0,0.48,0.15,91.0,0,8495748637455018209,-4269956110975767864
1293227,00 02 11.6,+06 01 30,G,0,0.48,0.13,55.0,0,7731556605385826155,1023429786015672064
546187,00 02 11.6,-43 39 31,G,0,0.47,0.1,66.0,0,1896499969263942984,8821113800056973499
610716,00 02 11.7,-38 17 18,G,0,0.5,0.29,36.0,0,1423423770510932058,4311027243027582965
229665,00 02 11.7,-79 39 43,G,0,0.38,0.13,104.0,0,-6532496178467878695,-2362274452621404287
983357,00 02 11.7,-10 01 33,G,0,0.73,0.27,28.0,0,8483915040501839827,1740544139095236460
124998,00 02 11.8,-44 03 16,G,0,0.36,0.14,11.0,LCRSB235938.1-441958,-56417451568897189,8611773694629108764
622818,00 02 11.8,-37 27 36,G,0,0.64,0.22,8.0,0,823278513636313543,-5797967154003017490
1830946,00 02 12.0,+28 16 02,G,0,0.47,0.09,162.0,0,-3172282588530329973,4055689484263444873
1987603,00 02 12.0,+32 14 35,G,0,0.46,0.18,16.0,0,-6551960998432470480,-20663301374961068
1507318,00 02 12.1,+16 22 34,G,0,0.57,0.1,155.0,0,5408618490465010867,4869249481977144136
124999,00 02 12.1,-44 20 30,G,0,0.59,0.33,116.0,LCRSB235938.5-443713,3183917643738574670,5770828004472024788
869786,00 02 12.2,-18 18 35,G,0,0.44,0.21,134.0,0,1936512910144700182,-2448507581274530428
2144222,00 02 12.2,+39 08 42,G,0,0.37,0.12,143.0,0,-6473848039099016549,-9127175921772663549
798475,00 02 12.2,-23 39 46,G,0,0.5,0.4,34.0,0,-5453974104449702695,5886489949205671476
2050531,00 02 12.4,+34 31 28,G,0,0.38,0.06,5.0,0,-2505825728887442016,-7312818731154706495
1415774,00 02 12.4,+12 46 01,G,0,0.56,0.02,0.0,0,917875287782648494,4780936492108792663
2284777,00 02 12.4,+46 39 00,G,0,0.67,0.46,17.0,0,8556368769577783890,7264533210928751274
1982384,00 02 12.5,+32 08 34,G,0,0.51,0.19,35.0,0,6645525758439825850,-8802892902680947725
1154631,00 02 12.6,+00 00 17,G,0,0.4,0.2,177.0,0,6623160633992642079,2286562653224880426
674102,00 02 12.7,-33 36 03,G,0,0.55,0.15,129.0,0,-7691557715920138689,-4724811861187605734
853624,00 02 12.7,-19 33 22,G,0,0.43,0.18,28.0,0,6849128577239968922,9162430999741049422
528641,00 02 12.7,-45 15 52,G,0,0.4,0.06,158.0,0,6845257337197066356,7163939682528624920
773415,00 02 12.8,-25 56 21,G,0,0.33,0.1,175.0,0,1587527896904926226,4558532935618809479
159,00 02 12.8,-49 30 53,G,0,0.6,0.04,0.0,FAIRALL625,3182411715626714891,3573609994525128723
1146712,00 02 12.8,-00 18 10,G,0,0.55,0.38,68.0,0,-848612509600371551,1804903102740363281
215029,00 02 12.8,+12 56 43,G,0,0.6,0.0,0.0,0,-2909994123969330575,-7220261775867714675
550992,00 02 12.9,-43 15 29,G,0,0.35,0.13,109.0,0,736278412836091369,-5604479470042572314
1074952,00 02 13.0,-03 11 11,G,0,0.62,0.18,5.0,0,-5124016312429389369,6553103894265868878
888981,00 02 13.1,-17 05 17,G,0,0.55,0.46,136.0,0,-3924962130164832745,-3856436941879755891
573726,00 02 13.2,-41 37 50,G,0,0.58,0.3,7.0,0,6821816603062944512,8845619768804312549
1107766,00 02 13.2,-01 52 15,G,0,0.72,0.08,82.0,0,5766606310506263869,8439312718332743219
402240,00 02 13.2,-56 11 50,G,0,0.65,0.35,104.0,0,-3564030880609181253,6598676658868253031
551451,00 02 13.2,-43 13 24,G,0,0.29,0.04,0.0,0,-3996013529099053531,-300802949393046468
405939,00 02 13.2,-55 47 46,G,0,0.75,0.28,60.0,0,-4422758908335600459,2028158274313234372
436184,00 02 13.3,-52 57 27,G,0,0.37,0.06,146.0,0,573868025244844732,-4857652257957685133
611587,00 02 13.3,-38 12 57,G,0,0.34,0.07,160.0,0,-12703677454635814,-3431056742416733042
1023426,00 02 13.4,-07 10 07,G,0,0.41,0.05,0.0,0,5217556876677446321,7445578872175108614
510613,00 02 13.5,-46 47 34,G,0,0.43,0.18,63.0,0,1938899954900712495,-6254796683443186881
710514,00 02 13.6,-30 59 40,G,0,0.33,0.07,154.0,0,-1824251590238169473,-873895657325536419
227871,00 02 13.6,-80 21 59,G,0,0.59,0.13,165.0,0,-7241908138587608981,-8413440108816342061
501064,00 02 13.6,-47 27 31,G,0,0.37,0.08,11.0,0,-2753648536001411233,6956908485169796717
788789,00 02 13.7,-24 32 50,G,0,0.52,0.09,97.0,0,5355350044525822809,8881896482620425176
714673,00 02 13.7,-30 38 48,G,0,0.41,0.19,28.0,0,4599464604215033243,8227364921625480198
256076,00 02 13.8,-73 24 08,G,0,0.63,0.32,38.0,0,1090692102206921720,8046294387076037670
853717,00 02 13.8,-19 32 56,G,0,0.35,0.07,18.0,0,-357210923158578500,716654317329748598
739489,00 02 13.8,-28 37 11,G,0,0.47,0.05,179.0,0,4164243869575964437,-2792845161509202347
903247,00 02 13.8,-16 02 23,G,0,0.53,0.3,152.0,0,9049358388644294304,8075612180202795799
736087,00 02 13.8,-28 53 42,G,0,0.79,0.6,30.0,0,-8606638576791512760,8855806196042011552
1153927,00 02 13.9,-00 01 16,G,0,0.46,0.32,131.0,0,-9005386726242705443,-5224267405705138172
871470,00 02 13.9,-18 11 24,G,0,0.39,0.03,0.0,0,434981552116797050,-2517564056999688313
675443,00 02 14.0,-33 30 24,G,0,0.44,0.03,0.0,0,-4094458291432671017,-855183247887433939
533188,00 02 14.1,-44 49 49,G,0,0.34,0.11,42.0,0,668311901902727072,3422787910116880939
872888,00 02 14.2,-18 05 30,G,0,0.59,0.47,128.0,0,-8067479067427110371,-6779752333415956494
2047750,00 02 14.2,+34 20 49,G,0,0.44,0.12,54.0,0,-8367935793824644270,4698211446663371135
133620,00 02 14.3,-25 29 44,G,0,1.05,0.39,89.0,0,-8652751695680554269,9211451954758888023
125000,00 02 14.4,-43 59 24,G,0,0.52,0.12,0.0,LCRSB235940.7-441606,2040950740808657168,-296483428098587902
587744,00 02 14.5,-40 19 05,G,0,0.68,0.53,83.0,0,6808308893762329495,5373799108279756840
613345,00 02 14.5,-38 04 54,G,0,0.65,0.11,43.0,0,4642708931535736324,-7429742013613369068
856671,00 02 14.5,-19 20 01,G,0,0.45,0.16,117.0,0,-5586043053531551259,-3377154160203856682
657712,00 02 14.5,-34 46 34,G,0,0.45,0.09,174.0,0,-2620634306337020899,3310730287548623321
706272,00 02 14.6,-31 20 42,G,0,0.42,0.18,3.0,0,-6904122258620491658,-8064488407293323879
1619212,00 02 14.6,+20 11 03,G,0,0.6,0.4,78.0,0,8300254915878075125,1689092257006855821
338138,00 02 14.6,-62 54 49,G,0,0.46,0.24,45.0,0,-3658652299852510846,-9091012778056686538
91843,00 02 14.7,-12 51 54,G,Sb,0.98,0.77,46.0,FGC2570,4384162323017704298,968615849846908163
2045044,00 02 14.7,+34 10 26,G,0,0.55,0.34,179.0,0,7041336583449113476,-5966336865123747981
1061338,00 02 14.7,-04 12 41,G,0,0.48,0.25,44.0,0,6123861169822930239,-6475263275738127700
544672,00 02 14.7,-43 47 05,G,0,0.44,0.28,70.0,0,-7043170716370545716,-3249479756893295000
314710,00 02 14.8,-65 16 54,G,0,0.56,0.35,14.0,0,-3820562990601169947,-7886948322005931484
346408,00 02 14.8,-62 18 53,G,0,0.31,0.02,0.0,0,-3942205967149660819,-2030473264367751463
2599808,00 02 14.9,+60 14 59,G,0,0.45,0.14,152.0,ZOAG116.86-2.04,-3699106959888680998,-3101298037326678299
709263,00 02 15.0,-31 05 40,G,0,0.46,0.1,70.0,0,-657011552466376966,7464795470265285667
912613,00 02 15.1,-15 19 56,G,0,0.46,0.29,30.0,0,-2872434637160668742,-503435010088006564
1415711,00 02 15.1,+12 45 45,G,0,0.34,0.07,120.0,0,-5760974726005897508,5329617924065362062
522112,00 02 15.2,-45 50 45,G,0,0.7,0.25,12.0,0,5149568782729122724,4348076218602398305
1982430,00 02 15.3,+32 08 38,G,0,0.54,0.44,73.0,0,-3943861597194495211,5448984104047386859
2794848,00 02 15.3,-39 39 01,G,0,0.0,0.0,0.0,0,7554619376020610397,-8665825589723492327
833296,00 02 15.3,-21 03 18,G,0,0.33,0.08,25.0,0,-1674534712991476080,7966068140133145867
1242576,00 02 15.3,+02 59 19,G,0,0.71,0.19,175.0,0,2018041464916933821,1017614133911833924
1539656,00 02 15.3,+17 42 42,G,0,0.69,0.35,101.0,NPM1G+17.0771,-7058501824003277478,9022200858807256837
366348,00 02 15.3,-60 04 27,G,0,0.47,0.08,146.0,0,3259484553573915755,-1951545157563264745
2405832,00 02 15.4,+52 03 35,G,0,0.38,0.17,141.0,0,8442325066484828715,-1836396772803733815
2054589,00 02 15.6,+34 47 24,G,0,0.52,0.19,139.0,0,-3474403183349492805,-8587966009169638961
849819,00 02 15.7,-19 50 13,G,0,0.43,0.18,142.0,0,6566979806993609952,-1134158237077023050
89494,00 02 15.7,-35 59 25,G,0,0.53,0.51,144.0,0,8318630702577634071,8952110699241852588
373351,00 02 15.7,-59 10 52,G,0,0.44,0.3,16.0,0,3150708170833609952,-1134089122019363776
790856,00 02 15.7,-24 21 17,G,0,0.6,0.31,13.0,0,-290719362036497057,1827083793339137355
872936,00 02 15.8,-18 05 20,G,0,0.41,0.22,22.0,0,9178342417089216940,653061688794100066
1820220,00 02 16.0,+27 52 18,G,0,0.38,0.08,44.0,0,7097295442357634516,6642817391432943178
1601562,00 02 16.0,+19 40 48,G,0,0.45,0.08,9.0,0,8353060490916241512,-1077256470109363934
1289208,00 02 16.1,+05 47 24,G,0,0.47,0.04,0.0,0,115365627120496763,-6171541325565406218
1293002,00 02 16.1,+06 00 41,G,0,0.89,0.35,95.0,IRAS23597+0544,3789337392513036363,8394273509437116363
107487,00 02 16.2,-41 24 38,G,0,0.51,0.09,3.0,LCRSB235942.7-414121,-3530052013346113992,-1324231758122818897
1293203,00 02 16.3,+06 01 27,G,0,0.45,0.13,161.0,0,-8239108739261936225,3156518632600944505
922328,00 02 16.3,-14 36 54,G,0,0.84,0.67,25.0,0,-6237836179009001137,-3652001941203847444
128382,00 02 16.3,-53 07 45,G,SO-a,0.71,0.04,0.0,0,9033349147823850746,6694340005056862950
215030,00 02 16.3,+12 55 03,G,0,0.44,0.24,115.0,0,7625493585445936017,3662657130740910511
535815,00 02 16.4,-44 34 47,G,0,0.48,0.13,90.0,0,4918121431808146205,4708878861212841792
2794849,00 02 16.4,-39 53 08,G,0,0.0,0.0,0.0,0,7916056404643340781,769380717822498623
873153,00 02 16.5,-18 04 25,G,0,0.39,0.07,111.0,0,478782857553364197,1299783330124031318
1165826,00 02 16.5,+00 26 04,G,0,0.43,0.12,154.0,0,1354373551385005944,5792759183408939614
1922184,00 02 16.5,+30 53 05,G,0,0.48,0.18,52.0,0,-8495410987589450452,-7779736568036390458
161,00 02 16.5,-30 29 56,G,Sc,0.99,0.69,167.0,ESO409-6              ESO-LV4090060         DUKST409-26,-5885004516453670203,-8807200310665710358
1616771,00 02 16.6,+20 06 43,G,0,0.47,0.06,94.0,0,-2170957030566143422,-2063751827098633200
91844,00 02 16.6,+02 54 12,G,Sc,0.68,0.61,24.0,FGC2571,-8549037138223064951,-1494238970166226309
198765,00 02 16.6,-31 46 32,G,0,0.0,0.0,0.0,DUKST409-35,8005696930887541071,-3135648276692096765
745827,00 02 16.8,-28 06 07,G,0,0.56,0.46,116.0,0,-2460924024524267805,-3455449903942999308
620168,00 02 16.8,-37 37 41,G,0,0.47,0.08,12.0,0,3859524618312145134,-6515361362335070148
884807,00 02 16.8,-17 20 45,G,0,0.53,0.17,127.0,0,-590516110827208861,7700067861021357220
885826,00 02 16.8,-17 16 49,G,0,0.39,0.11,86.0,0,7532536945173784210,-2522011701155722941
580674,00 02 16.9,-40 57 06,G,0,0.53,0.25,24.0,0,-923164675961329791,-5705338891578303335
133619,00 02 16.9,-24 29 11,G,Sc,0.59,0.04,0.0,DUKST537-18,4663324042858446775,6601244762609192115
873192,00 02 17.1,-18 04 13,G,0,0.44,0.07,15.0,0,-5894024383002500346,-4924178115974340140
804100,00 02 17.1,-23 09 33,G,0,0.53,0.08,126.0,0,-1805448840502379599,-1637433003276085611
1066704,00 02 17.2,-03 47 57,G,0,0.56,0.14,121.0,NPM1G-04.0685,-5792768821486049183,-7459111938555360579
613895,00 02 17.2,-38 02 36,G,0,0.4,0.12,91.0,0,-8442801758168976429,3372914590189510099
323738,00 02 17.3,-64 20 11,G,0,0.44,0.29,20.0,0,-8320756734858116926,-5738539988955551941
576804,00 02 17.3,-41 19 21,G,0,0.43,0.28,82.0,0,-4542200330658277323,3645457799635090940
603592,00 02 17.4,-38 56 10,G,0,0.62,0.12,60.0,0,266590161315339331,-7514606484672153749
1838776,00 02 17.4,+28 32 26,G,0,0.37,0.07,69.0,0,-594673846952595186,6580572812830475817
125001,00 02 17.5,-44 00 15,G,0,0.37,0.11,52.0,LCRSB235944.0-441657,2005868758956324160,-4291360845616628580
1072157,00 02 17.6,-03 22 30,G,0,0.44,0.03,0.0,0,8702238089343672674,4091184229054701861
545049,00 02 17.6,-43 45 17,G,0,0.66,0.38,152.0,0,1827998574070085463,-3570756018269330671
758511,00 02 17.6,-27 11 39,G,0,0.42,0.14,112.0,0,-789200551071105342,-7809394400866101581
1589709,00 02 17.6,+19 21 50,G,0,0.36,0.06,55.0,0,6813223249137630022,-1321683606085357548
700846,00 02 17.7,-31 48 16,G,0,0.45,0.16,178.0,0,4900011744804821964,1622900545386929712
411823,00 02 17.7,-55 11 20,G,0,0.73,0.41,0.0,0,2397142551010010725,-7855777783005302717
767015,00 02 17.8,-26 30 50,G,0,0.46,0.04,0.0,0,-416687271869686198,2264398137153232242
506014,00 02 18.0,-47 08 30,G,0,0.42,0.12,20.0,0,6685867342551859303,2956662702560461930
370821,00 02 18.0,-59 31 04,G,0,0.43,0.03,0.0,0,2932151451387047170,-112087468595522269
525437,00 02 18.0,-45 33 33,G,0,0.52,0.14,120.0,0,-4592641470337691254,5400268248150998755
777791,00 02 18.0,-25 32 27,G,0,0.62,0.2,148.0,0,-7823805473315407725,647189435220800951
1689772,00 02 18.1,+23 34 30,G,0,0.57,0.51,114.0,0,3036179439108945741,1766128597259247164
1422500,00 02 18.1,+13 04 57,G,0,0.47,0.17,154.0,0,-6808448804792102879,8355849671183305468
675106,00 02 18.1,-33 31 46,G,0,0.57,0.28,76.0,0,2663972956195603046,4451636120170458133
699800,00 02 18.2,-31 53 13,G,0,0.46,0.23,99.0,0,5564239177806557232,1885752749969968765
461730,00 02 18.2,-50 54 43,G,0,0.42,0.28,57.0,0,3882570752446979262,-6186103439690335412
1292620,00 02 18.3,+05 59 25,G,0,0.54,0.16,27.0,0,3260521086500751114,-3594982853039145095
782745,00 02 18.3,-25 05 37,G,0,0.46,0.08,95.0,0,-7696572743162902387,471976393559804347
625232,00 02 18.3,-37 18 47,G,0,0.5,0.39,22.0,0,-4175494915591864392,6685148391180866230
706738,00 02 18.4,-31 18 22,G,0,0.41,0.13,130.0,0,965588163336005150,5471642140236158399
381269,00 02 18.4,-58 11 47,G,0,0.51,0.18,73.0,0,-3232407961863687562,6290826783744936230
1361767,00 02 18.4,+09 13 29,G,0,0.59,0.14,118.0,0,1227800976745202168,-2740308968201620713
91845,00 02 18.5,+35 14 31,G,Scd,0.75,0.61,140.0,FGC2572,5764836894018175298,-3007728429983812105
884131,00 02 18.5,-17 23 11,G,0,0.37,0.09,152.0,0,6708255835536347625,-2274773952103354706
1015430,00 02 18.5,-07 38 46,G,0,0.37,0.09,84.0,0,6361973322734736231,37710843243977529
417216,00 02 18.6,-54 39 38,G,0,0.49,0.33,116.0,0,8486845967026667524,5731864585075735792
542101,00 02 18.8,-43 59 18,G,0,0.58,0.07,123.0,0,7971121369661938542,-9210120671491454400
800083,00 02 18.8,-23 30 37,G,0,0.51,0.15,140.0,0,410987004737416185,5917282241795248019
489853,00 02 18.8,-48 13 09,G,0,0.4,0.1,89.0,0,-5855028316256505530,-2125092269699442962
2049526,00 02 18.9,+34 27 31,G,0,0.53,0.19,8.0,0,5780273922320976980,-4720539321883701288
435489,00 02 18.9,-53 00 22,G,0,0.57,0.36,8.0,0,1467774373284313308,-3637189054702744828
2178041,00 02 18.9,+41 14 59,G,0,0.59,0.24,159.0,NPM1G+40.0536,-7536390122625154997,-1571381607940070591
1165568,00 02 18.9,+00 25 27,G,0,0.61,0.17,13.0,0,2169532718272613202,6229384988326786414
452117,00 02 19.0,-51 49 50,G,0,0.59,0.45,3.0,0,-1289120383869494513,5479517815858413983
1559541,00 02 19.0,+18 26 01,G,0,0.73,0.46,133.0,NPM1G+18.0616,-5138325840015594083,-2571182384450063210
645018,00 02 19.0,-35 45 09,G,0,0.73,0.29,110.0,0,-5554895893306028566,2017352306508989599
1854992,00 02 19.0,+29 04 42,G,0,0.41,0.06,94.0,0,5462288601964860895,4339278332967852885
199856,00 02 19.1,-37 45 01,G,0,0.79,0.55,8.0,DUKST348-71,-3880416516348348031,-3179399043133921990
163,00 02 19.2,+12 58 17,G,SO,1.09,0.18,80.0,NGC7810               UGC12919              MCG2-01-015           CGCG433-18            IRAS23597+1241,-7915832275077172554,4384196906529440442
1832758,00 02 19.3,+28 19 51,G,0,0.53,0.09,78.0,0,3701697708116620994,7221975021436250575
758410,00 02 19.3,-27 12 03,G,0,0.43,0.14,171.0,0,-7735091834892336951,9126367232373888144
